Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
8145,CCn1c2ccc(-c3cccs3)cc2c2cc(-c3cccs3)ccc21,ClCCl,345.0,392.0,,0.047,,,,,43.1,359.51598,http://dx.doi.org/10.1021/jo202625p
8146,CCn1c2cc(-c3cccs3)ccc2c2ccc(-c3cccs3)cc21,ClCCl,370.0,391.0,,0.61,,,,55.1,42.0,359.51598,http://dx.doi.org/10.1021/jo202625p
8147,c1csc(-c2ccc3c4ccc(-c5cccs5)cc4n(-c4cccs4)c3c2)c1,ClCCl,352.0,387.0,,0.21,,,,52.5,42.7,413.5881,http://dx.doi.org/10.1021/jo202625p
8148,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2cccs2)s1,ClCCl,340.0,417.0,,0.129,,,,,56.8,443.67726,http://dx.doi.org/10.1021/jo202625p
8149,CCn1c2c(-c3ccc(-c4cccs4)s3)cc(C(C)(C)C)cc2c2cc(C(C)(C)C)cc(-c3ccc(-c4cccs4)s3)c21,ClCCl,360.0,440.0,,0.106,,,,,62.8,635.98278,http://dx.doi.org/10.1021/jo202625p
8150,CC(C)(C)c1cc(-c2ccc(-c3cccs3)s2)c2c(c1)c1cc(C(C)(C)C)cc(-c3ccc(-c4cccs4)s3)c1n2-c1ccc(-c2cccs2)s1,ClCCl,340.0,434.0,,0.092,,,,,61.7,772.18078,http://dx.doi.org/10.1021/jo202625p
8151,CCn1c2ccc(-c3ccc(-c4cccs4)s3)cc2c2cc(-c3ccc(-c4cccs4)s3)ccc21,ClCCl,380.0,430.0,,0.168,,,,93.6,51.8,523.76774,http://dx.doi.org/10.1021/jo202625p
8152,CCn1c2cc(-c3ccc(-c4cccs4)s3)ccc2c2ccc(-c3ccc(-c4cccs4)s3)cc21,ClCCl,399.0,447.0,,0.482,,,,70.2,48.1,523.76774,http://dx.doi.org/10.1021/jo202625p
8161,CC(C)(C)c1cc2ccc3cc(C(C)(C)C)cc4c(N(c5ccccc5)c5ccccc5)cc(c1)c2c34,CCCCCC,392.0,415.0,3.1,0.24,3.919078092,,,,45.5,481.6809,DOI: 10.1021/acs.joc.7b03227
8162,CC(C)(C)c1cc2cc(N(c3ccccc3)c3ccccc3)c3cc(C(C)(C)C)cc4cc(N(c5ccccc5)c5ccccc5)c(c1)c2c43,CCCCCC,398.0,426.0,4.6,0.28,4.075546961,,,,49.7,648.89136,DOI: 10.1021/acs.joc.7b03227
8163,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2cc3cccc4c(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc5cccc2c5c34)c(C)c1,CCCCCC,392.0,419.0,5.0,0.33,4.173186268,,,,50.5,698.60688,DOI: 10.1021/acs.joc.7b03227
8164,Cc1cc(C)c(B(c2cc3c4c(c(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc5c4c2CCC5)CCC3)c2c(C)cc(C)cc2C)c(C)c1,CCCCCC,420.0,456.0,14.6,0.9,3.857332496,,,53.1,54.2,704.65452,DOI: 10.1021/acs.joc.7b03227
8176,C(#Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccccc1,ClCCl,326.0,390.0,2.53,0.72,4.478927056,,,,53.9,343.42798,DOI: 10.1021/jo0703911
8182,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccccc2)cc1,ClCCl,334.0,410.0,3.91,0.8,4.515979756,,,,62.7,455.64302,DOI: 10.1021/jo0703911
8188,C(#Cc1cccc(C#Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)c1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,ClCCl,329.0,394.0,2.44,0.8,4.738082591,,,,59.9,608.74232,DOI: 10.1021/jo0703911
8191,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2cccc(C#Cc3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)c2)cc1,CCCCC,340.0,359.0,1.38,0.76,,,,,,833.1724,DOI: 10.1021/jo0703911
8192,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2cccc(C#Cc3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)c2)cc1,Cc1ccccc1,345.0,379.0,1.65,0.82,,,,,,833.1724,DOI: 10.1021/jo0703911
8193,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2cccc(C#Cc3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)c2)cc1,ClC(Cl)Cl,344.0,400.0,2.51,0.84,,,,,,833.1724,DOI: 10.1021/jo0703911
8194,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2cccc(C#Cc3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)c2)cc1,ClCCl,345.0,416.0,3.62,0.88,4.685965544,,,54.6,67.2,833.1724,DOI: 10.1021/jo0703911
8195,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2cccc(C#Cc3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)c2)cc1,CO,338.0,426.0,4.88,0.81,,,,,,833.1724,DOI: 10.1021/jo0703911
8196,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2cccc(C#Cc3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)c2)cc1,CC#N,340.0,435.0,5.51,0.87,,,,,,833.1724,DOI: 10.1021/jo0703911
8197,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C#Cc3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)cc2)cc1,CCCCC,356.0,385.0,0.72,0.89,,,,,,833.1724,DOI: 10.1021/jo0703911
8198,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C#Cc3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)cc2)cc1,Cc1ccccc1,359.0,400.0,0.85,0.86,,,,,,833.1724,DOI: 10.1021/jo0703911
8199,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C#Cc3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)cc2)cc1,ClC(Cl)Cl,356.0,419.0,1.34,0.69,,,,,,833.1724,DOI: 10.1021/jo0703911
8200,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C#Cc3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)cc2)cc1,ClCCl,355.0,437.0,2.09,0.89,4.82445127,,,,73.7,833.1724,DOI: 10.1021/jo0703911
8201,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C#Cc3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)cc2)cc1,CO,354.0,453.0,3.21,0.41,,,,,,833.1724,DOI: 10.1021/jo0703911
8202,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C#Cc3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)cc2)cc1,CC#N,353.0,470.0,4.22,0.67,,,,,,833.1724,DOI: 10.1021/jo0703911
8203,O=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,ClCCl,321.0,402.0,4.68,0.03,,,,,72.3,371.43798,10.1021/jo9002757
8204,C(#Cc1ccc2c(c1)c1cc(C#Cc3ccccc3)ccc1n2-c1cc2ccccc2c2ccccc12)c1ccccc1,ClCCl,330.0,392.0,4.27,0.32,,,,,82.0,543.6675,10.1021/jo9002757
8205,O=Cc1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4cc(C=O)ccc43)cc2)cc1,ClCCl,329.0,405.0,1.0,0.04,,,,,90.7,540.62056,10.1021/jo9002757
8206,N#CC(C#N)=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,ClCCl,406.0,480.0,4.68,0.04,,,,55.5,80.2,419.48598,10.1021/jo9002757
8207,N#CC(C#N)=Cc1ccc2c(c1)c1ccccc1n2-c1cccc2ccccc12,ClCCl,404.0,473.0,,0.05,,,,53.2,85.5,369.4261,10.1021/jo9002757
8208,N#CC(C#N)=Cc1ccc2c(c1)c1cc(C=C(C#N)C#N)ccc1n2-c1cccc2ccccc12,ClCCl,418.0,453.0,,0.07,,,,49.2,61.8,445.4841,10.1021/jo9002757
8209,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C=O)cc2)cc1,ClCCl,354.0,528.0,5.69,0.1,,,,,122.5,483.65302,10.1021/jo9002757
8210,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C=C(C#N)C#N)cc2)cc1,ClCCl,410.0,534.0,4.2,0.4,,,,,158.4,531.70102,10.1021/jo9002757
8211,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C#Cc3ccc(C=C(C#N)C#N)cc3)cc2)cc1,ClCCl,382.0,474.0,3.7,0.3,,,,,108.5,631.82078,10.1021/jo9002757
8212,O=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,O=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,,418.0,,0.04,,,,,109.0,371.43798,10.1021/jo9002757
8213,C(#Cc1ccc2c(c1)c1cc(C#Cc3ccccc3)ccc1n2-c1cc2ccccc2c2ccccc12)c1ccccc1,C(#Cc1ccc2c(c1)c1cc(C#Cc3ccccc3)ccc1n2-c1cc2ccccc2c2ccccc12)c1ccccc1,,400.0,,0.45,,,,,,543.6675,10.1021/jo9002757
8214,O=Cc1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4cc(C=O)ccc43)cc2)cc1,O=Cc1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4cc(C=O)ccc43)cc2)cc1,,418.0,,0.06,,,,,86.5,540.62056,10.1021/jo9002757
8215,N#CC(C#N)=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,N#CC(C#N)=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,,515.0,,0.11,,,,,83.4,419.48598,10.1021/jo9002757
8216,N#CC(C#N)=Cc1ccc2c(c1)c1ccccc1n2-c1cccc2ccccc12,N#CC(C#N)=Cc1ccc2c(c1)c1ccccc1n2-c1cccc2ccccc12,,502.0,,0.12,,,,,,369.4261,10.1021/jo9002757
8217,N#CC(C#N)=Cc1ccc2c(c1)c1cc(C=C(C#N)C#N)ccc1n2-c1cccc2ccccc12,N#CC(C#N)=Cc1ccc2c(c1)c1cc(C=C(C#N)C#N)ccc1n2-c1cccc2ccccc12,,525.0,,0.15,,,,,81.7,445.4841,10.1021/jo9002757
8218,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C=O)cc2)cc1,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C=O)cc2)cc1,,445.0,,0.21,,,,,89.7,483.65302,10.1021/jo9002757
8219,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C=C(C#N)C#N)cc2)cc1,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C=C(C#N)C#N)cc2)cc1,,600.0,,0.34,,,,,90.8,531.70102,10.1021/jo9002757
8220,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C#Cc3ccc(C=C(C#N)C#N)cc3)cc2)cc1,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C#Cc3ccc(C=C(C#N)C#N)cc3)cc2)cc1,,594.0,,0.25,,,,,82.8,631.82078,10.1021/jo9002757
8221,O=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,CCCCC,313.0,376.0,,0.025,,,,,57.7,371.43798,10.1021/jo9002757
8222,O=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,Cc1ccccc1,316.0,380.0,,0.022,,,,,65.1,371.43798,10.1021/jo9002757
8223,O=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,CC#N,314.0,416.0,,0.015,,,,,79.3,371.43798,10.1021/jo9002757
8224,N#CC(C#N)=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,CCCCC,393.0,451.0,,0.16,,,,,56.6,419.48598,10.1021/jo9002757
8225,N#CC(C#N)=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,Cc1ccccc1,402.0,445.0,,0.16,,,,,53.0,419.48598,10.1021/jo9002757
8226,N#CC(C#N)=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,CC#N,395.0,503.0,,0.09,,,,,96.4,419.48598,10.1021/jo9002757
8227,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C=C(C#N)C#N)cc2)cc1,CCCCC,345.0,448.0,,0.5,,,,,,531.70102,10.1021/jo9002757
8228,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C=C(C#N)C#N)cc2)cc1,Cc1ccccc1,348.0,554.0,,0.48,,,,,,531.70102,10.1021/jo9002757
8229,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C=C(C#N)C#N)cc2)cc1,CC#N,346.0,490.0,,0.33,,,,,,531.70102,10.1021/jo9002757
8230,C[n+]1ccc(/C=C/c2ccc3cc(O)ccc3c2)cc1,O,390.0,565.0,,0.01,,,,,,262.33104,http://dx.doi.org/10.1021/jp3106869
8231,C[n+]1ccc(/C=C/c2ccc3cc(O)ccc3c2)cc1,CO,409.0,571.0,,0.08,,,,,,262.33104,http://dx.doi.org/10.1021/jp3106869
8232,C[n+]1ccc(/C=C/c2ccc3cc(O)ccc3c2)cc1,CCO,416.0,567.0,,0.09,,,,,,262.33104,http://dx.doi.org/10.1021/jp3106869
8233,C[n+]1ccc(/C=C/c2ccc3cc(O)ccc3c2)cc1,CC(C)O,426.0,563.0,,0.12,,,,,,262.33104,http://dx.doi.org/10.1021/jp3106869
8234,C[n+]1ccc(/C=C/c2ccc3cc(O)ccc3c2)cc1,CCCCO,424.0,563.0,,0.09,,,,,,262.33104,http://dx.doi.org/10.1021/jp3106869
8235,C[n+]1ccc(/C=C/c2ccc3cc(O)ccc3c2)cc1,CCCCCCCCO,426.0,556.0,,0.16,,,,,,262.33104,http://dx.doi.org/10.1021/jp3106869
8236,C[n+]1ccc(/C=C/c2ccc3cc(O)ccc3c2)cc1,CC#N,400.0,557.0,,0.23,,,,,,262.33104,http://dx.doi.org/10.1021/jp3106869
8237,C[n+]1ccc(/C=C/c2ccc3cc(O)ccc3c2)cc1,CS(C)=O,408.0,565.0,,0.06,,,,,,262.33104,http://dx.doi.org/10.1021/jp3106869
8238,C[n+]1ccc(/C=C/c2ccc3cc(O)ccc3c2)cc1,CC(=O)OC(C)=O,403.0,561.0,,0.34,,,,,,262.33104,http://dx.doi.org/10.1021/jp3106869
8239,C[n+]1ccc(/C=C/c2ccc3cc(O)ccc3c2)cc1,CC(C)=O,406.0,561.0,,0.19,,,,,,262.33104,http://dx.doi.org/10.1021/jp3106869
8240,C[n+]1ccc(/C=C/c2ccc3cc(O)ccc3c2)cc1,ClC(Cl)Cl,424.0,537.0,,0.03,,,,,,262.33104,http://dx.doi.org/10.1021/jp3106869
8241,C[n+]1ccc(/C=C/c2ccc3cc(O)ccc3c2)cc1,C1CCOC1,412.0,560.0,,0.19,,,,,,262.33104,http://dx.doi.org/10.1021/jp3106869
8252,C1=Cc2ccccc2C(=Cc2ccc(C=C3c4ccccc4C=Cc4ccccc43)cc2)c2ccccc21,C1CCOC1,333.0,405.0,,5e-05,4.376576957,,,,,482.62444,10.1021/jp073767n
8253,C1=Cc2ccccc2C(=Cc2ccc(-c3ccc(C=C4c5ccccc5C=Cc5ccccc54)cc3)cc2)c2ccccc21,C1CCOC1,339.0,405.0,,0.00012,4.565847819,,,,,558.7222,10.1021/jp073767n
8254,C1=Cc2ccccc2C(=Cc2ccc(-c3cc(-c4ccc(C=C5c6ccccc6C=Cc6ccccc65)cc4)cc(-c4ccc(C=C5c6ccccc6C=Cc6ccccc65)cc4)c3)cc2)c2ccccc21,C1CCOC1,325.0,405.0,,0.0023,4.816903839,,,,,913.17312,10.1021/jp073767n
8255,C1=Cc2ccccc2C(=Cc2ccc(-c3cc(-c4ccc(C=C5c6ccccc6C=Cc6ccccc65)cc4)c(-c4ccc(C=C5c6ccccc6C=Cc6ccccc65)cc4)cc3-c3ccc(C=C4c5ccccc5C=Cc5ccccc54)cc3)cc2)c2ccccc21,C1CCOC1,324.0,405.0,,0.0016,4.850033258,,,,,1191.52628,10.1021/jp073767n
8256,CCCCC1(CCCC)c2cc(C#Cc3ccc(C=C4c5ccccc5C=Cc5ccccc54)cc3)ccc2-c2ccc(C#Cc3ccc(C=C4c5ccccc5C=Cc5ccccc54)cc3)cc21,C1CCOC1,370.0,405.0,,0.00084,4.792391689,,,,,883.18776,10.1021/jp073767n
8257,C(=C1c2ccccc2CCc2ccccc21)c1ccc(C=C2c3ccccc3CCc3ccccc32)cc1,C1CCOC1,330.0,406.0,,0.001,4.496929648,,,,,486.6562,10.1021/jp073767n
8258,C(=C1c2ccccc2CCc2ccccc21)c1ccc(-c2ccc(C=C3c4ccccc4CCc4ccccc43)cc2)cc1,C1CCOC1,335.0,394.0,,0.0033,4.629409599,,,,,562.75396,10.1021/jp073767n
8259,C(=C1c2ccccc2CCc2ccccc21)c1ccc(-c2cc(-c3ccc(C=C4c5ccccc5CCc5ccccc54)cc3)cc(-c3ccc(C=C4c5ccccc5CCc5ccccc54)cc3)c2)cc1,C1CCOC1,318.0,403.0,,0.0045,4.785329835,,,,,919.22076,10.1021/jp073767n
8260,CCCCC1(CCCC)c2cc(C#Cc3ccc(C=C4c5ccccc5CCc5ccccc54)cc3)ccc2-c2ccc(C#Cc3ccc(C=C4c5ccccc5CCc5ccccc54)cc3)cc21,C1CCOC1,368.0,406.0,,0.027,4.959518377,,,,,887.21952,10.1021/jp073767n
8261,C(=C(c1ccccc1)c1ccccc1)c1ccc(C=C(c2ccccc2)c2ccccc2)cc1,C1CCOC1,352.0,461.0,,0.017,4.46686762,,,,,434.58044,10.1021/jp073767n
8262,C(=C(c1ccccc1)c1ccccc1)c1ccc(-c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,C1CCOC1,351.0,445.0,,0.038,4.617000341,,,,,510.6782,10.1021/jp073767n
8263,C(=C(c1ccccc1)c1ccccc1)c1ccc(-c2cc(-c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)cc(-c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)c2)cc1,C1CCOC1,333.0,446.0,,0.0045,4.961421094,,,,,841.10712,10.1021/jp073767n
8264,C(=C(c1ccccc1)c1ccccc1)c1ccc(-c2cc(-c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)c(-c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)cc2-c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,C1CCOC1,330.0,440.0,,0.0282,4.982271233,,,,,1095.43828,10.1021/jp073767n
8265,CCCCC1(CCCC)c2cc(C#Cc3ccc(C=C(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(C#Cc3ccc(C=C(c4ccccc4)c4ccccc4)cc3)cc21,C1CCOC1,376.0,416.0,,0.048,4.872738827,,,,,835.14376,10.1021/jp073767n
8266,C(=C1c2ccccc2-c2ccccc21)c1ccc(C=C2c3ccccc3-c3ccccc32)cc1,C1CCOC1,365.0,407.0,,0.0003,4.451786436,,,,,430.54868,10.1021/jp073767n
8267,C(=C1c2ccccc2-c2ccccc21)c1ccc(-c2ccc(C=C3c4ccccc4-c4ccccc43)cc2)cc1,C1CCOC1,366.0,397.0,,0.0015,4.480006943,,,,,506.64644,10.1021/jp073767n
8268,CCCCC1(CCCC)c2cc(C#Cc3ccc(C=C4c5ccccc5-c5ccccc54)cc3)ccc2-c2ccc(C#Cc3ccc(C=C4c5ccccc5-c5ccccc54)cc3)cc21,C1CCOC1,380.0,406.0,,0.0062,4.797959644,,,,,831.112,10.1021/jp073767n
8269,C1=Cc2ccccc2C(=Cc2ccc(C=C3c4ccccc4-c4ccccc43)cc2)c2ccccc21,C1CCOC1,360.0,444.0,,4e-05,3.799340549,,,,,456.58656,10.1021/jp073767n
8270,C1=Cc2ccccc2C(=Cc2ccc(-c3ccc(C=C4c5ccccc5-c5ccccc54)cc3)cc2)c2ccccc21,C1CCOC1,357.0,450.0,,0.00016,3.819543936,,,,,532.68432,10.1021/jp073767n
8271,CCOc1cc(C=C2c3ccccc3-c3ccccc32)c(OCC)cc1C=C1c2ccccc2C=Cc2ccccc21,C1CCOC1,395.0,474.0,,0.00012,3.812913357,,,,,544.69208,10.1021/jp073767n
8272,CCCCOc1cc(C=C2c3ccccc3-c3ccccc32)c(OCCCC)cc1C=C1c2ccccc2C=Cc2ccccc21,C1CCOC1,395.0,472.0,,0.00046,3.919078092,,,,,600.7996,10.1021/jp073767n
8273,CCCCCCOc1cc(C=C2c3ccccc3-c3ccccc32)c(OCCCCCC)cc1C=C1c2ccccc2C=Cc2ccccc21,C1CCOC1,397.0,473.0,,0.0013,3.763427994,,,,,656.90712,10.1021/jp073767n
8274,CCCCC1(CCCC)c2cc(C#Cc3ccc(/C=C(\C)c4ccccc4)cc3)ccc2-c2ccc(C#Cc3ccc(/C=C(\C)c4ccccc4)cc3)cc21,C1CCOC1,365.0,403.0,,0.586,4.679427897,,,,,711.002,10.1021/jp073767n
8275,c1ccc2c(c1)ccc1c3ccccc3ccc21,ClCCl,322.0,366.0,,0.12,,,,,40.7,228.29328,http://dx.doi.org/10.1021/jo402429q
8276,CC(C)(C)c1cc(-c2ccc3c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)cc4c5cc(-c6cc(C(C)(C)C)cc(C(C)(C)C)c6)ccc5c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc4c3c2)cc(C(C)(C)C)c1,ClCCl,351.0,401.0,,0.609,,,,,51.3,981.54448,http://dx.doi.org/10.1021/jo402429q
8277,CC(C)(C)c1ccc(-c2ccc3c(-c4ccc(C(C)(C)C)c5ccccc45)cc4c5cc(-c6ccc(C(C)(C)C)c7ccccc67)ccc5c(-c5ccc(C(C)(C)C)c6ccccc56)cc4c3c2)c2ccccc12,ClCCl,300.0,405.0,,0.72,,,,,53.6,957.35392,http://dx.doi.org/10.1021/jo402429q
8278,CC(C)(C)c1ccc2ccc3cc(-c4ccc5c(-c6ccc7c(ccc8ccc(C(C)(C)C)cc87)c6)cc6c7cc(-c8ccc9c(ccc%10ccc(C(C)(C)C)cc%109)c8)ccc7c(-c7ccc8c(ccc9ccc(C(C)(C)C)cc98)c7)cc6c5c4)ccc3c2c1,ClCCl,303.0,424.0,,0.781,,,,,58.8,1157.59344,http://dx.doi.org/10.1021/jo402429q
8279,CC(C)(C)C1=CC2=C3C(=CC=C4C=CC(c5cc6c7cc(-c8ccc9ccc%10cc(C(C)(C)C)cc%11ccc8c9c%10%11)ccc7c(-c7ccc8ccc9cc(C(C)(C)C)cc%10ccc7c8c9%10)cc6c6cc(-c7ccc8ccc9cc(C(C)(C)C)cc%10ccc7c8c9%10)ccc56)=C(C=C2)C43)C1,ClCCl,349.0,443.0,,0.874,,,,,60.0,1255.69732,http://dx.doi.org/10.1021/jo402429q
8280,CC(C)[Si](C#Cc1ccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)cc3c4cc(C#C[Si](C(C)C)(C(C)C)C(C)C)ccc4c(C#C[Si](C(C)C)(C(C)C)C(C)C)cc3c2c1)(C(C)C)C(C)C,ClCCl,394.0,408.0,,0.741,,,,,47.7,949.75648,http://dx.doi.org/10.1021/jo402429q
8281,CC(C)(C)c1cc(C#Cc2ccc3c(C#Cc4cc(C(C)(C)C)cc(C(C)(C)C)c4)cc4c5cc(C#Cc6cc(C(C)(C)C)cc(C(C)(C)C)c6)ccc5c(C#Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc4c3c2)cc(C(C)(C)C)c1,ClCCl,416.0,439.0,,0.626,,,,,48.6,1077.63248,http://dx.doi.org/10.1021/jo402429q
8282,CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2ccc3c(N(c4ccc(C(C)(C)C)cc4)c4ccc(C(C)(C)C)cc4)cc4c5cc(N(c6ccc(C(C)(C)C)cc6)c6ccc(C(C)(C)C)cc6)ccc5c(N(c5ccc(C(C)(C)C)cc5)c5ccc(C(C)(C)C)cc5)cc4c3c2)cc1,ClCCl,433.0,471.0,,0.44,,,,,54.4,1345.99528,http://dx.doi.org/10.1021/jo402429q
8285,O=c1oc2ccccc2cc1-c1cc2ccccc2o1,Cc1ccccc1,373.0,431.0,,0.88,4.532754379,,,,,262.2634,DOI: 10.1021/acs.orglett.7b00069
8286,O=c1oc2ccccc2cc1-c1cc2ccccc2o1,CCOC(C)=O,368.0,433.0,,0.79,4.532754379,,,,,262.2634,DOI: 10.1021/acs.orglett.7b00069
8287,O=c1oc2ccccc2cc1-c1cc2ccccc2o1,CC#N,366.0,442.0,,0.75,4.506505032,,,,,262.2634,DOI: 10.1021/acs.orglett.7b00069
8288,O=c1oc2ccccc2cc1-c1cc2ccccc2o1,CS(C)=O,371.0,450.0,,0.99,4.511883361,,,,,262.2634,DOI: 10.1021/acs.orglett.7b00069
8289,O=c1oc2ccccc2cc1-c1cc2ccccc2o1,O,365.0,475.0,,0.15,3.875061263,,,,,262.2634,DOI: 10.1021/acs.orglett.7b00069
8293,Cc1ccc2oc(-c3cc4cc(C)ccc4oc3=O)cc2c1,CS(C)=O,377.0,448.0,,0.83,4.482873584,,,,,290.31716,DOI: 10.1021/acs.orglett.7b00069
8298,COc1ccc2oc(-c3cc4cc(OC)ccc4oc3=O)cc2c1,CS(C)=O,389.0,484.0,,0.16,4.33243846,,,,,322.31516,DOI: 10.1021/acs.orglett.7b00069
8303,Cc1cccc2cc(-c3cc4cccc(C)c4oc3=O)oc12,CS(C)=O,373.0,456.0,,0.88,4.474216264,,,,,290.31716,DOI: 10.1021/acs.orglett.7b00069
